user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
MAG_GCA_902755075.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Chordicoccus;s__Chordicoccus sp900319795	GCA_900319795.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Chordicoccus;s__Chordicoccus sp900319795	99.99	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
MAG_GCA_902755155.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Weimeria;s__Weimeria sp900315505	GCA_900315505.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Weimeria;s__Weimeria sp900315505	100.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_029338735.1, s__Weimeria sp029338735, 95.0, 91.44, 0.513	N/A	N/A	N/A	N/A
MAG_GCA_902755185.1	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum;s__Succiniclasticum sp900314855	GCA_900314855.1	95.0	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum;s__Succiniclasticum sp900314855	100.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
MAG_GCA_902755195.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__Limimorpha;s__Limimorpha sp900318465	GCA_900318465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__Limimorpha;s__Limimorpha sp900318465	100.0	0.999	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_947166105.1, s__Limimorpha sp947166105, 95.0, 87.36, 0.214; GCA_902782455.1, s__Limimorpha sp902782455, 95.19, 95.19, 0.682; GCA_902769815.1, s__Limimorpha sp902769815, 95.0, 89.29, 0.211; GCA_902785755.1, s__Limimorpha sp902785755, 95.0, 87.78, 0.239; GCA_902769875.1, s__Limimorpha sp902769875, 95.0, 86.95, 0.183; GCA_902780055.1, s__Limimorpha sp902780055, 95.03, 88.41, 0.241; GCA_902770835.1, s__Limimorpha sp902770835, 95.0, 88.3, 0.248	N/A	N/A	N/A	N/A
MAG_GCA_902755205.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9722;s__UBA9722 sp900315015	GCA_900315015.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9722;s__UBA9722 sp900315015	99.99	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
MAG_GCA_902755235.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900320365	GCA_900320365.1	95.56	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900320365	100.0	0.999	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_017557535.1, s__Cryptobacteroides sp017557535, 95.0, 89.92, 0.565; GCA_017429885.1, s__Cryptobacteroides sp017429885, 95.0, 95.56, 0.665	N/A	N/A	N/A	N/A
MAG_GCA_902755375.1	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__RUG039;s__RUG039 sp900314875	GCA_900314875.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__RUG039;s__RUG039 sp900314875	100.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
MAG_GCA_902755405.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RUG626;s__RUG626 sp900320765	GCA_900320765.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RUG626;s__RUG626 sp900320765	100.0	0.998	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_900317385.1, s__RUG626 sp900317385, 95.0, 89.81, 0.489	N/A	N/A	N/A	N/A
MAG_GCA_902755445.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp900319525	GCA_900319525.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp900319525	100.0	0.999	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_900320055.1, s__Sodaliphilus sp900320055, 95.0, 84.08, 0.17; GCA_900318535.1, s__Sodaliphilus sp900318535, 95.0, 84.93, 0.256; GCA_902793405.1, s__Sodaliphilus sp902793405, 95.0, 84.72, 0.227; GCA_946414395.1, s__Sodaliphilus sp946414395, 95.0, 83.29, 0.167; GCA_017453505.1, s__Sodaliphilus sp017453505, 95.0, 83.93, 0.157; GCA_947165485.1, s__Sodaliphilus sp947165485, 95.0, 84.13, 0.161; GCA_902772455.1, s__Sodaliphilus sp902772455, 95.0, 84.41, 0.169	N/A	N/A	N/A	N/A
MAG_GCA_902755455.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900319635	GCA_900319635.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900319635	100.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_902765595.1, s__Limivicinus sp002350825, 95.0, 84.06, 0.157; GCA_902775355.1, s__Limivicinus sp902775355, 95.0, 84.44, 0.21; GCA_017428565.1, s__Limivicinus sp017428565, 95.0, 87.12, 0.389; GCA_900316255.1, s__Limivicinus sp900316255, 95.28, 84.25, 0.152; GCA_017447685.1, s__Limivicinus sp017447685, 95.0, 83.82, 0.159; GCA_900316205.1, s__Limivicinus sp900316205, 95.0, 84.18, 0.17	N/A	N/A	N/A	N/A
MAG_GCA_902755475.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp900316835	GCA_900316835.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp900316835	100.0	0.999	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
MAG_GCA_902755505.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp900316755	GCA_900316755.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp900316755	100.0	0.999	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
MAG_GCA_902755515.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Minthosoma;s__Minthosoma sp900318775	GCA_900318775.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Minthosoma;s__Minthosoma sp900318775	99.99	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_902786925.1, s__Minthosoma sp902786925, 95.0, 93.02, 0.724	N/A	N/A	N/A	N/A
MAG_GCA_902755525.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola sp900319075	GCA_900319075.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola sp900319075	100.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_000621805.1, s__Hominimerdicola sp000621805, 95.0, 87.66, 0.456	N/A	N/A	N/A	N/A
MAG_GCA_902755545.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp900316375	GCA_900316375.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp900316375	99.99	0.971	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
MAG_GCA_902755555.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__Phil12;s__Phil12 sp900314725	GCA_900314725.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__Phil12;s__Phil12 sp900314725	100.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
MAG_GCA_902755565.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus flavefaciens_E	GCF_000621845.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus flavefaciens_E	98.01	0.824	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_004554385.1, s__Ruminococcus flavefaciens_T, 95.0, 86.29, 0.257; GCF_900119075.1, s__Ruminococcus flavefaciens_Q, 95.0, 94.72, 0.746; GCF_000526795.1, s__Ruminococcus flavefaciens_D, 95.0, 87.33, 0.375	N/A	N/A	N/A	N/A
MAG_GCA_902755575.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp900315585	GCA_900315585.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp900315585	100.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_902790175.1, s__UBA2862 sp902790175, 95.0, 84.5, 0.162; GCA_900317565.1, s__UBA2862 sp900317565, 95.0, 84.36, 0.154; GCA_902765395.1, s__UBA2862 sp902765395, 95.0, 86.87, 0.273; GCA_902800625.1, s__UBA2862 sp902800625, 95.0, 86.41, 0.255; GCA_902799045.1, s__UBA2862 sp902799045, 95.0, 87.1, 0.261	N/A	N/A	N/A	N/A
MAG_GCA_902755595.1	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_C;s__Selenomonas_C bovis	GCF_000381005.1	95.11	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_C;s__Selenomonas_C bovis	98.32	0.879	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_902763085.1, s__Selenomonas_C sp002351185, 95.0, 87.79, 0.321; GCA_934202005.1, s__Selenomonas_C sp934202005, 95.0, 95.11, 0.705	N/A	N/A	N/A	N/A
MAG_GCA_902755615.1	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__RUG12372;s__RUG12372 sp900321035	GCA_900321035.1	95.0	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__RUG12372;s__RUG12372 sp900321035	100.0	0.999	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_016286075.1, s__RUG12372 sp016286075, 95.0, 89.48, 0.412; GCA_946183785.1, s__RUG12372 sp946183785, 95.0, 85.64, 0.202	N/A	N/A	N/A	N/A
MAG_GCA_902755625.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Enterousia;s__Enterousia sp900321105	GCA_900321105.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Enterousia;s__Enterousia sp900321105	100.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_902774285.1, s__Enterousia sp902774285, 95.0, 82.87, 0.173; GCA_945483255.1, s__Enterousia sp945483255, 95.0, 85.7, 0.224; GCA_902798205.1, s__Enterousia sp902798205, 95.0, 82.69, 0.152	N/A	N/A	N/A	N/A
MAG_GCA_902755635.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides sp900314795	GCA_900314795.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides sp900314795	100.0	0.998	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_946407065.1, s__Ruminococcoides sp946407065, 95.0, 90.95, 0.555; GCA_902764715.1, s__Ruminococcoides sp902764715, 95.19, 89.22, 0.33; GCA_946542105.1, s__Ruminococcoides sp002394725, 95.0, 89.4, 0.358; GCA_946406145.1, s__Ruminococcoides sp946406145, 95.0, 87.85, 0.316; GCA_900320995.1, s__Ruminococcoides sp900320995, 95.0, 88.49, 0.312; GCA_020624805.1, s__Ruminococcoides sp020624805, 95.0, 87.81, 0.339; GCA_946547025.1, s__Ruminococcoides sp003499325, 95.0, 90.13, 0.396	N/A	N/A	N/A	N/A
MAG_GCA_902755655.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Chordicoccus;s__Chordicoccus sp900314565	GCA_900314565.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Chordicoccus;s__Chordicoccus sp900314565	100.0	0.999	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_902785985.1, s__Chordicoccus sp902785985, 95.0, 90.7, 0.354; GCA_946629525.1, s__Chordicoccus sp946629525, 95.0, 84.73, 0.192	N/A	N/A	N/A	N/A
MAG_GCA_902755665.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Saccharofermentanales;f__Saccharofermentanaceae;g__Saccharofermentans;s__Saccharofermentans sp003149065	GCA_003149065.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Saccharofermentanales;f__Saccharofermentanaceae;g__Saccharofermentans;s__Saccharofermentans sp003149065	96.3	0.824	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_902764825.1, s__Saccharofermentans sp902764825, 95.0, 86.94, 0.295; GCA_001604135.1, s__Saccharofermentans sp001604135, 95.0, 86.9, 0.277; GCA_016292145.1, s__Saccharofermentans sp016292145, 95.0, 86.37, 0.229; GCA_902801755.1, s__Saccharofermentans sp902801755, 95.0, 86.03, 0.232; GCA_902780785.1, s__Saccharofermentans sp902780785, 95.0, 88.13, 0.376; GCA_016292155.1, s__Saccharofermentans sp016292155, 95.0, 85.37, 0.156; GCA_902782235.1, s__Saccharofermentans sp902782235, 95.0, 87.24, 0.25	N/A	N/A	N/A	N/A
MAG_GCA_902755675.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Enterousia;s__Enterousia sp900313285	GCA_900313285.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Enterousia;s__Enterousia sp900313285	100.0	0.995	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_947165335.1, s__Enterousia sp947165335, 95.0, 83.97, 0.174; GCA_902798205.1, s__Enterousia sp902798205, 95.0, 83.81, 0.197	N/A	N/A	N/A	N/A
MAG_GCA_902755695.1	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__RUG343;s__RUG343 sp900317975	GCA_900317975.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__RUG343;s__RUG343 sp900317975	100.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_902789225.1, s__RUG343 sp902789225, 95.0, 91.0, 0.512	N/A	N/A	N/A	N/A
MAG_GCA_902755725.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp900316345	GCA_900316345.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp900316345	100.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
MAG_GCA_902755755.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA2868;s__UBA2868 sp900320345	GCA_900320345.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA2868;s__UBA2868 sp900320345	100.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_017458765.1, s__UBA2868 sp017458765, 95.0, 94.56, 0.575	N/A	N/A	N/A	N/A
MAG_GCA_902755775.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900320465	GCA_900320465.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900320465	100.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_002450075.1, s__Limivicinus sp002450075, 95.0, 84.68, 0.177; GCA_900320595.1, s__Limivicinus sp900320595, 95.0, 84.79, 0.165	N/A	N/A	N/A	N/A
MAG_GCA_902755835.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900110085	GCF_900110085.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900110085	97.3	0.761	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
MAG_GCA_902755855.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp900318295	GCA_900318295.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp900318295	100.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_947169235.1, s__Eubacterium_F sp947169235, 95.0, 85.91, 0.164	N/A	N/A	N/A	N/A
MAG_GCA_902755885.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900316255	GCA_900316255.1	95.28	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900316255	100.0	0.997	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_900319635.1, s__Limivicinus sp900319635, 95.0, 84.25, 0.152; GCA_946629065.1, s__Limivicinus sp946629065, 95.0, 89.73, 0.432; GCA_017447685.1, s__Limivicinus sp017447685, 95.0, 95.28, 0.748; GCA_900316205.1, s__Limivicinus sp900316205, 95.0, 90.55, 0.517; GCA_902775355.1, s__Limivicinus sp902775355, 95.0, 84.61, 0.16	N/A	N/A	N/A	N/A
